ExpUnit,Trt,Variety,BRAND,MG,HERB_Trait,SEED_TREATMENT,Herbicide,Rep,Entry,Run ,Subsample,Rating,Illevo_Inj
1238,139,LGS2007RX,LG Seeds,2,RR2X,"AgriSheild F/I, ILeVO",metr,3,1238,1,1,4,yes
1241,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",metr,3,1241,1,1,4,no
1243,144,LGS2759RX,LG Seeds,2.7,RR2X,"AgriSheild F/I, ILeVO",metr,3,1243,1,1,4,no
1212,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",metr,3,1212,1,1,4,no
1213,114,LS 16X932N,Legend Seeds,1.6,RR2X,"YP Pro, Preside, Quickroots",metr,3,1213,1,1,4,no
1215,116,LS 18X860N,Legend Seeds,1.8,RR2X,"YP Pro, Preside, Quickroots",metr,3,1215,1,1,4,no
1216,117,LS 20R524N,Legend Seeds,2,RR2Y,"YP Pro, Preside, Quickroots",metr,3,1216,1,1,4,no
1217,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",metr,3,1217,1,1,4,no
1220,121,LS 23X920N,Legend Seeds,2.3,RR2X,"YP Pro, Preside, Quickroots",metr,3,1220,1,1,4,no
1224,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",metr,3,1224,1,1,4,no
1194,95,LS-0738N RR2X,Legacy Seeds,0.7,RR2X,"L-Coat Total, Excalibre",metr,3,1194,1,1,4,no
1197,98,LS-1439N RR2X,Legacy Seeds,1.4,RR2X,"L-Coat Total, Excalibre",metr,3,1197,1,1,4,no
1200,101,LS-2139N RR2X,Legacy Seeds,2.1,RR2X,"L-Coat Total, Excalibre",metr,3,1200,1,1,4,no
1272,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,metr,3,1272,1,1,4,yes
1274,175,O'SOY2500GT,O'Brien,2.5,GT,EclipseUS Trio IM,metr,3,1274,1,1,4,no
1154,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",metr,3,1154,1,1,4,no
1301,203,SB90,SB&B,1.1,CN,None,metr,3,1301,1,1,4,no
1152,53,SX18716XT,Dyna-Gro,1.6,RR2X,"Equity VIP, Clariva",metr,3,1152,1,1,4,no
1151,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",metr,3,1151,1,1,4,no
1305,208,X12BB22,Stine,1.1,BGT,RightStart FI,metr,3,1305,1,1,4,no
788,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",metr,1,788,2,1,4,
757,100,LS-1838N RR2X,Legacy Seeds,1.8,RR2X,"L-Coat Total, Excalibre",metr,1,757,2,1,4,
1057,179,1171R2Y,ProHarvest ,1.1,RR2Y,"CruiserMaxx, Vibrance",metr,2,1057,2,1,4,
968,90,1203R2X,Jung,2,RR2X,Acceleron F/I,metr,2,968,2,1,4,
969,91,1213R2X,Jung,2.1,RR2X,Acceleron F/I,metr,2,969,2,1,4,
906,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,metr,2,906,2,1,4,
1021,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",metr,2,1021,2,1,4,
1003,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",metr,2,1003,2,1,4,
938,60,S28XT58,Dyna-Gro,2.8,RR2X,"Equity VIP, Clariva",metr,2,938,2,1,4,
1191,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,metr,3,1191,2,1,4,
1167,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",metr,3,1167,2,1,4,
1230,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",metr,3,1230,2,1,4,
1156,57,S23XT78,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",metr,3,1156,2,1,4,
773,116,LS 18X860N,Legend Seeds,1.8,RR2X,"YP Pro, Preside, Quickroots",metr,1,773,2,2,4,
811,154,9258RR2X,Munson,2.5,RR2X,Intego Suite,metr,1,811,2,2,4,
922,44,DSR-1721/R2Y,Dairyland,1.7,RR2Y,"CruiserMaxx, Optimize",metr,2,922,2,2,4,
1012,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",metr,2,1012,2,2,4,
1021,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",metr,2,1021,2,2,4,
1191,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,metr,3,1191,2,2,4,
1327,1,G1502RX,AgriGold ,1.5,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1327,2,2,4,
1343,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,1,1343,2,2,4,
1348,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,1,1348,2,2,4,
1357,37,DSR-0711/R2Y,Dairyland,0.7,RR2Y,"CruiserMaxx, Optimize",sulf,1,1357,2,2,4,
1369,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",sulf,1,1369,2,2,4,
1372,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,1,1372,2,2,4,
1380,60,S28XT58,Dyna-Gro,2.8,RR2X,"Equity VIP, Clariva",sulf,1,1380,2,2,4,
1390,70,HS 23X70,FS HiSOY,2.3,RR2X,"Acceleron, Cue, IleVO",sulf,1,1390,2,2,4,
1391,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",sulf,1,1391,2,2,4,
1394,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",sulf,1,1394,2,2,4,
1406,86,1142R2X,Jung,1.4,RR2X,Acceleron F/I,sulf,1,1406,2,2,4,
1462,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1462,2,2,4,
1541,223,SVX 18T02,PROSeeds,0.7,CN,CruiserMaxx,sulf,1,1541,2,2,4,
1553,11,G2900RX,AgriGold ,2.9,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1553,2,2,4,
1573,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,2,1573,2,2,4,
1577,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,2,1577,2,2,4,
1590,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",sulf,2,1590,2,2,4,
1613,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,2,1613,2,2,4,
1615,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",sulf,2,1615,2,2,4,
1622,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",sulf,2,1622,2,2,4,
1670,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1670,2,2,4,
1671,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1671,2,2,4,
1700,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,2,1700,2,2,4,
1740,200,RS269NX,Renk,2.6,RR2X,CruiserMaxx,sulf,2,1740,2,2,4,
1741,201,RS288NX,Renk,2.8,RR2X,CruiserMaxx,sulf,2,1741,2,2,4,
1762,223,SVX 18T02,PROSeeds,0.7,CN,CruiserMaxx,sulf,2,1762,2,2,4,
1774,11,G2900RX,AgriGold ,2.9,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1774,2,2,4,
1780,17,AG18X9,Asgrow,1.8,RR2X,Acceleron F/I,sulf,3,1780,2,2,4,
1786,24,BG7110R2Y,BioGene,1.1,RR2Y,Arma,sulf,3,1786,2,2,4,
1796,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,sulf,3,1796,2,2,4,
1798,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,3,1798,2,2,4,
1811,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",sulf,3,1811,2,2,4,
1842,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",sulf,3,1842,2,2,4,
1844,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,3,1844,2,2,4,
1892,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1892,2,2,4,
1907,145,C2888RX,LG Seeds,2.8,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1907,2,2,4,
1975,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,3,1975,2,2,4,
922,44,DSR-1721/R2Y,Dairyland,1.7,RR2Y,"CruiserMaxx, Optimize",metr,2,922,2,3,4,
969,91,1213R2X,Jung,2.1,RR2X,Acceleron F/I,metr,2,969,2,3,4,
1268,169,7198,NuTech,1.9,GT,SmartCote Supreme,metr,3,1268,2,3,4,
1343,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,1,1343,2,3,4,
1481,161,S20-J5X Brand,NK ,2,RR2X,"Clariva Complete, Mertect",sulf,1,1481,2,3,4,
1651,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1651,2,3,4,
1707,166,S29-K3X Brand,NK ,2.9,RR2X,"Clariva Complete, Mertect",sulf,2,1707,2,3,4,
1753,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",sulf,2,1753,2,3,4,
1762,223,SVX 18T02,PROSeeds,0.7,CN,CruiserMaxx,sulf,2,1762,2,3,4,
1774,11,G2900RX,AgriGold ,2.9,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1774,2,3,4,
1975,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,3,1975,2,3,4,
1983,223,SVX 18T02,PROSeeds,0.7,CN,CruiserMaxx,sulf,3,1983,2,3,4,
74,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",ctrl,1,74,1,1,4,no
86,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,ctrl,1,86,1,1,4,no
156,162,S20-T6 Brand,NK ,2,RR2Y,"Clariva Complete, Mertect",ctrl,1,156,1,1,4,no
265,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",ctrl,2,265,1,1,4,no
577,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,577,1,1,4,no
607,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,ctrl,3,607,1,1,4,no
651,217,O.1202N,Viking,1.2,CN,None,ctrl,3,651,1,1,4,no
1489,169,7198,NuTech,1.9,GT,SmartCote Supreme,sulf,1,1489,1,1,4,yes
1490,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,1,1490,1,1,4,yes
1534,216,1218N,Viking,1.2,CN,None,sulf,1,1534,1,1,4,no
1531,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,1,1531,1,1,4,no
1497,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",sulf,1,1497,1,1,4,no
1487,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,sulf,1,1487,1,1,4,no
1341,20,AG23X9,Asgrow,2.3,RR2X,Acceleron F/I,sulf,1,1341,1,1,4,no
1343,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,1,1343,1,1,4,yes
1453,133,C1000RX,LG Seeds,1,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1453,1,1,4,no
1457,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1457,1,1,4,no
1348,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,1,1348,1,1,4,yes
1350,30,CB24R82,Cornelius,2.4,RR2Y,Profit Guard Plus,sulf,1,1350,1,1,4,no
1352,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,1,1352,1,1,4,no
1356,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,1,1356,1,1,4,yes
1506,187,Dane,Public,1.5,CN,None,sulf,1,1506,1,1,4,no
1396,76,GH1915X Brand,Golden Harvest,1.9,RR2X,"Clariva Complete, Mertect",sulf,1,1396,1,1,4,no
1389,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",sulf,1,1389,1,1,4,no
1391,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",sulf,1,1391,1,1,4,yes
1462,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1462,1,1,4,no
1463,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1463,1,1,4,no
1443,123,LS 24X842N,Legend Seeds,2.4,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1443,1,1,4,no
1422,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,1,1422,1,1,4,no
1508,189,RS089NX,Renk,0.8,RR2X,CruiserMaxx,sulf,1,1508,1,1,4,no
1371,51,S14XT98,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,1,1371,1,1,4,no
1375,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",sulf,1,1375,1,1,4,no
1545,227,SVX 18T09,PROSeeds,1.5,CN,CruiserMaxx,sulf,1,1545,1,1,4,no
1711,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,2,1711,1,1,4,yes
1625,84,1091R2X,Jung,0.9,RR2X,Acceleron F/I,sulf,2,1625,1,1,4,no
1628,87,1154R2X,Jung,1.5,RR2X,Acceleron F/I,sulf,2,1628,1,1,4,no
1720,179,1171R2Y,ProHarvest ,1.1,RR2Y,"CruiserMaxx, Vibrance",sulf,2,1720,1,1,4,no
1633,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,sulf,2,1633,1,1,4,no
1721,180,1484CR2Y,ProHarvest ,1.4,RR2Y,"CruiserMaxx, Vibrance",sulf,2,1721,1,1,4,no
1750,211,2008GT,Tracy,2,GT,"Intego Suite, N Force",sulf,2,1750,1,1,4,no
1717,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",sulf,2,1717,1,1,4,yes
1752,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,2,1752,1,1,4,no
1694,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,sulf,2,1694,1,1,4,no
1554,12,AG04X9,Asgrow,0.4,RR2X,Acceleron F/I,sulf,2,1554,1,1,4,no
1564,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,2,1564,1,1,4,no
1679,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",sulf,2,1679,1,1,4,no
1681,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",sulf,2,1681,1,1,4,no
1569,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,2,1569,1,1,4,yes
1577,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,2,1577,1,1,4,no
1727,187,Dane,Public,1.5,CN,None,sulf,2,1727,1,1,4,no
1548,1,G1502RX,AgriGold ,1.5,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1548,1,1,4,no
1607,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",sulf,2,1607,1,1,4,yes
1610,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",sulf,2,1610,1,1,4,no
1612,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",sulf,2,1612,1,1,4,no
1683,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1683,1,1,4,no
1651,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1651,1,1,4,no
1659,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1659,1,1,4,no
1660,119,LS 2180HP,Legend Seeds,2.1,CN,None,sulf,2,1660,1,1,4,no
1638,97,LS-1138N RR2X,Legacy Seeds,1.1,RR2X,"L-Coat Total, Excalibre",sulf,2,1638,1,1,4,no
1714,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,sulf,2,1714,1,1,4,yes
1730,190,RS096NR2,Renk,0.9,RR2Y,CruiserMaxx,sulf,2,1730,1,1,4,no
1701,160,S18-H3X Brand,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,2,1701,1,1,4,no
1931,169,7198,NuTech,1.9,GT,SmartCote Supreme,sulf,3,1931,1,1,4,no
1932,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,3,1932,1,1,4,yes
1934,172,7253,NuTech,2.5,GT,SmartCote Supreme,sulf,3,1934,1,1,4,yes
1969,209,19BA23,Stine,1.9,BGT,Stine XP F,sulf,3,1969,1,1,4,no
1785,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,3,1785,1,1,4,no
1896,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1896,1,1,4,no
1803,41,DSR-1313/R2Y,Dairyland,1.3,RR2Y,"CruiserMaxx, Optimize",sulf,3,1803,1,1,4,no
1804,42,DSR-1475/R2Y,Dairyland,1.4,RR2Y,"CruiserMaxx, Optimize",sulf,3,1804,1,1,4,no
1812,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",sulf,3,1812,1,1,4,no
1828,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",sulf,3,1828,1,1,4,yes
1831,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",sulf,3,1831,1,1,4,no
1893,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1893,1,1,4,no
1906,144,LGS2759RX,LG Seeds,2.7,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1906,1,1,4,no
1870,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1870,1,1,4,no
1873,111,LS 14R22N,Legend Seeds,1.4,RR2Y,"YP Pro, Preside, Quickroots",sulf,3,1873,1,1,4,no
1892,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1892,1,1,4,no
1953,192,RS153NR2,Renk,1.5,RR2Y,CruiserMaxx,sulf,3,1953,1,1,4,no
1959,198,RS241R2,Renk,2.4,RR2Y,CruiserMaxx,sulf,3,1959,1,1,4,no
1919,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",sulf,3,1919,1,1,4,no
1819,57,S23XT78,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,3,1819,1,1,4,no
1927,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",sulf,3,1927,1,1,4,no
1928,166,S29-K3X Brand,NK ,2.9,RR2X,"Clariva Complete, Mertect",sulf,3,1928,1,1,4,no
1820,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,3,1820,1,1,4,no
1814,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,3,1814,1,1,4,no
1492,172,7253,NuTech,2.5,GT,SmartCote Supreme,sulf,1,1492,2,1,4,
1406,86,1142R2X,Jung,1.4,RR2X,Acceleron F/I,sulf,1,1406,2,1,4,
1534,216,1218N,Viking,1.2,CN,None,sulf,1,1534,2,1,4,
1500,180,1484CR2Y,ProHarvest ,1.4,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1500,2,1,4,
1531,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,1,1531,2,1,4,
1470,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,sulf,1,1470,2,1,4,
1472,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,1,1472,2,1,4,
1343,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,1,1343,2,1,4,
1455,135,C1428R2,LG Seeds,1.4,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1455,2,1,4,
1348,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,1,1348,2,1,4,
1352,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,1,1352,2,1,4,
1355,35,CB28R58,Cornelius,2.8,RR2Y,Profit Guard Plus,sulf,1,1355,2,1,4,
1357,37,DSR-0711/R2Y,Dairyland,0.7,RR2Y,"CruiserMaxx, Optimize",sulf,1,1357,2,1,4,
1367,47,DSR-2110/R2Y,Dairyland,2.1,RR2Y,"CruiserMaxx, Optimize",sulf,1,1367,2,1,4,
1369,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",sulf,1,1369,2,1,4,
1498,178,ER18090,ProHarvest ,0.9,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1498,2,1,4,
1327,1,G1502RX,AgriGold ,1.5,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1327,2,1,4,
1400,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",sulf,1,1400,2,1,4,
1391,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",sulf,1,1391,2,1,4,
1392,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,1,1392,2,1,4,
1394,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",sulf,1,1394,2,1,4,
1427,107,LS 11R760N,Legend Seeds,1.1,RR2Y,"YP Pro, Preside, Quickroots",sulf,1,1427,2,1,4,
1447,127,LS 2880NHP,Legend Seeds,2.8,CN,None,sulf,1,1447,2,1,4,
1450,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1450,2,1,4,
1422,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,1,1422,2,1,4,
1493,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,sulf,1,1493,2,1,4,
1380,60,S28XT58,Dyna-Gro,2.8,RR2X,"Equity VIP, Clariva",sulf,1,1380,2,1,4,
1541,223,SVX 18T02,PROSeeds,0.7,CN,CruiserMaxx,sulf,1,1541,2,1,4,
1624,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,sulf,2,1624,2,1,4,
1629,88,1173R2X,Jung,1.7,RR2X,Acceleron F/I,sulf,2,1629,2,1,4,
1622,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",sulf,2,1622,2,1,4,
1691,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,sulf,2,1691,2,1,4,
1569,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,2,1569,2,1,4,
1572,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,sulf,2,1572,2,1,4,
1573,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,2,1573,2,1,4,
1577,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,2,1577,2,1,4,
1588,47,DSR-2110/R2Y,Dairyland,2.1,RR2Y,"CruiserMaxx, Optimize",sulf,2,1588,2,1,4,
1553,11,G2900RX,AgriGold ,2.9,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1553,2,1,4,
1615,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",sulf,2,1615,2,1,4,
1682,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1682,2,1,4,
1655,114,LS 16X932N,Legend Seeds,1.6,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1655,2,1,4,
1668,127,LS 2880NHP,Legend Seeds,2.8,CN,None,sulf,2,1668,2,1,4,
1670,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1670,2,1,4,
1671,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1671,2,1,4,
1643,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,2,1643,2,1,4,
1698,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",sulf,2,1698,2,1,4,
1705,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",sulf,2,1705,2,1,4,
1855,93,1243R2X,Jung,2.4,RR2X,Acceleron F/I,sulf,3,1855,2,1,4,
1844,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,3,1844,2,1,4,
1975,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,3,1975,2,1,4,
1914,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,3,1914,2,1,4,
1786,24,BG7110R2Y,BioGene,1.1,RR2Y,Arma,sulf,3,1786,2,1,4,
1897,135,C1428R2,LG Seeds,1.4,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1897,2,1,4,
1899,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1899,2,1,4,
1791,29,CB23X00,Cornelius,2.3,RR2X,Profit Guard Plus,sulf,3,1791,2,1,4,
1796,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,sulf,3,1796,2,1,4,
1798,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,3,1798,2,1,4,
1812,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",sulf,3,1812,2,1,4,
1774,11,G2900RX,AgriGold ,2.9,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1774,2,1,4,
1903,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1903,2,1,4,
1904,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1904,2,1,4,
1905,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1905,2,1,4,
1872,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1872,2,1,4,
1892,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1892,2,1,4,
1864,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,3,1864,2,1,4,
1936,174,O'SOY245NR2Y,O'Brien,2.4,RR2Y,EclipseUS Trio IM,sulf,3,1936,2,1,4,
1927,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",sulf,3,1927,2,1,4,
1988,228,SVX 18T10,PROSeeds,1.5,CN,CruiserMaxx,sulf,3,1988,2,1,4,
1820,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,3,1820,2,1,4,
74,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",ctrl,1,74,1,2,4,
86,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,ctrl,1,86,1,2,4,
