Entry,Run ,Rate1,Rate2,Rate3,IllevoInjury
516,1,10,10,9,
517,1,.,.,.,
518,1,9,9,.,
519,1,6,9,9,
520,1,8,.,.,
521,1,,9,.,yes
522,1,8,9,9,
523,1,9,9,10,
524,1,9,.,.,
525,1,10,8,9,
526,1,7,10,.,
527,1,10,10,.,
528,1,8,10,10,
529,1,10,10,10,
530,1,10,10,8,
531,1,10,10,7,
532,1,7,10,.,
533,1,10,10,10,
534,1,10,10,10,
535,1,10,10,.,
536,1,10,10,.,
537,1,10,10,10,
538,1,10,10,10,
539,1,6,9,.,
540,1,10,.,.,
541,1,10,7,7,
542,1,8,8,.,
543,1,8,.,.,
544,1,.,.,.,
545,1,.,.,.,
546,1,7,8,.,
547,1,8,8,7,
548,1,8,6,.,
549,1,9,9,8,
550,1,.,.,.,
551,1,10,10,10,
552,1,10,10,10,
553,1,5,7,10,
554,1,10,10,.,
555,1,10,10,.,
556,1,10,10,8,
557,1,10,.,.,
558,1,8,.,.,
559,1,10,.,.,
560,1,10,.,.,
561,1,10,10,10,
562,1,10,10,10,
563,1,9,9,.,
564,1,8,7,.,
565,1,8,9,.,
566,1,8,8,.,
567,1,8,7,.,
568,1,8,8,8,
569,1,7,7,8,
570,1,8,10,10,yes
571,1,.,6,8,yes
572,1,9,9,.,
573,1,6,6,8,yes
574,1,8,8,8,yes
575,1,9,8,9,
576,1,9,7,.,yes
577,1,4,6,7,
578,1,8,8,.,
579,1,9,9,9,yes
580,1,10,10,10,
581,1,8,7,.,
582,1,10,9,9,
583,1,10,10,10,
584,1,10,10,10,
585,1,10,10,.,
586,1,.,.,.,
587,1,10,10,.,
588,1,8,8,.,yes
589,1,8,.,.,
590,1,8,.,.,
591,1,8,.,.,
592,1,7,8,.,
593,1,7,.,.,
594,1,8,8,.,
595,1,8,.,.,
596,1,8,.,.,
597,1,10,.,.,
598,1,8,8,6,
599,1,8,8,.,
600,1,9,9,.,
601,1,8,8,.,
602,1,10,10,.,
603,1,7,7,7,
604,1,6,6,8,
605,1,6,.,.,
606,1,7,6,.,
607,1,4,.,.,
608,1,9,9,6,
609,1,8,.,.,yes
610,1,9,9,10,
611,1,9,.,.,
612,1,10,10,10,
613,1,6,6,.,
614,1,10,10,10,
615,1,9,10,.,
616,1,10,10,10,
617,1,10,10,.,
618,1,10,8,.,
619,1,9,9,9,
620,1,9,10,10,
621,1,9,10,10,
622,1,10,10,10,
623,1,10,9,8,
624,1,10,9,10,
625,1,10,10,10,
626,1,6,10,10,
627,1,10,9,10,
628,1,10,10,10,
629,1,9,10,10,
630,1,9,10,.,
631,1,10,9,9,
632,1,9,10,9,
633,1,8,9,9,
634,1,5,9,9,
635,1,9,8,.,
636,1,10,9,9,
637,1,9,10,8,
638,1,9,9,10,
639,1,9,.,.,
640,1,9,9,5,
641,1,9,7,.,
642,1,9,9,9,
643,1,8,9,9,
644,1,10,10,.,
645,1,10,10,.,
646,1,9,9,.,
647,1,10,10,.,
648,1,8,8,8,
649,1,7,.,.,
650,1,8,.,.,
651,1,4,9,9,
652,1,8,7,.,
653,1,8,8,.,
654,1,5,7,.,
655,1,10,10,.,
656,1,10,10,10,
657,1,9,9,9,
658,1,9,10,10,
659,1,98,8,7,
660,1,7,9,10,
661,1,8,8,8,
662,1,,,,
663,1,10,10,10,
664,1,5,5,5,yes
665,1,4,6,.,yes
666,1,5,5,6,yes
667,1,6,7,.,yes
668,1,6,7,.,yes
669,1,7,8,8,yes
670,1,7,7,.,
671,1,8,7,,
672,1,8,8,8,
673,1,8,8,.,
674,1,5,5,6,
675,1,8,8,8,
676,1,7,7,7,
677,1,8,8,8,
678,1,9,8,8,
679,1,4,8,7,
680,1,4,5,7,
681,1,7,7,7,
682,1,5,6,6,
683,1,6,7,7,
684,1,7,8,.,yes
685,1,4,4,5,
686,1,7,7,5,yes
687,1,5,6,6,yes
688,1,6,7,6,yes
689,1,8,8,8,yes
690,1,7,4,.,yes
691,1,5,6,6,yes
692,1,7,8,8,
693,1,5,7,7,yes
694,1,9,9,9,
695,1,9,10,10,
696,1,8,7,7,
697,1,8,7,8,
698,1,7,8,8,
699,1,7,8,.,
700,1,7,7,7,
701,1,7,7,7,
702,1,5,6,5,
703,1,6,6,.,
704,1,7,7,6,
705,1,7,8,.,
706,1,5,6,.,
707,1,4,3,.,
708,1,6,7,7,
709,1,4,7,6,
710,1,6,6,.,
711,1,8,7,.,
712,1,7,7,8,
713,1,4,6,6,yes
714,1,6,6,.,
715,1,6,6,7,
716,1,8,9,6,
717,1,7,7,7,
718,1,8,8,.,
719,1,7,8,8,
720,1,6,6,7,
721,1,8,8,9,
722,1,3,5,.,
723,1,7,.,.,
724,1,4,6,6,
725,1,5,6,,
726,1,6,5,5,
727,1,5,.,.,yes
728,1,5,6,.,
729,1,8,.,.,
730,1,.,.,.,
731,1,8,8,.,
732,1,7,7,7,
733,1,5,6,5,
734,1,8,8,8,
735,1,7,8,8,
736,1,6,4,6,
737,1,7,7,.,
738,1,6,6,6,
739,1,6,.,.,
740,1,8,8,8,
741,1,7,7,7,
742,1,7,7,4,
743,1,8,7,8,
744,1,8,6,7,
745,1,4,6,.,
746,1,6,7,8,
747,1,6,6,.,
748,1,9,9,9,
749,1,7,8,8,
750,1,4,8,8,
751,1,8,7,7,
752,1,7,4,.,
753,1,3,5,.,
754,1,7,7,.,
755,1,7,.,.,
756,1,7,.,.,
757,1,7,7,7,
758,1,6,7,8,
759,1,6,6,.,
760,1,7,7,7,
761,1,2,8,7,
762,1,9,9,.,
763,1,88,8,.,
764,1,1,.,.,
765,1,.,.,.,
766,1,.,.,.,
767,1,8,.,.,
768,1,8,8,.,
769,1,.,.,.,
770,1,5,3,.,
771,1,6,5,.,
772,1,7,7,8,
773,1,6,5,5,
774,1,6,6,6,
775,1,8,8,8,
776,1,5,7,.,yes
777,1,5,5,.,
778,1,.,.,.,
779,1,10,10,10,
780,1,7,7,7,
781,1,6,5,8,
782,1,8,7,6,
783,1,4,4,5,
784,1,7,7,7,
785,1,4,4,5,yes
786,1,6,6,7,
787,1,9,9,9,
788,1,6,7,.,yes
789,1,7,8,6,yes
790,1,3,3,3,yes
791,1,4,7,.,
792,1,4,5,.,yes
793,1,5,5,3,
794,1,4,5,5,yes
795,1,5,6,7,
796,1,4,5,5,
797,1,6,6,6,
798,1,5,5,5,
799,1,6,7,7,
800,1,5,7,7,
801,1,6,7,7,
802,1,6,6,.,yes
803,1,4,4,4,yes
804,1,5,7,6,
805,1,3,3,4,
806,1,6,7,7,
807,1,6,6,6,yes
808,1,9,9,9,
809,1,4,.,.,
810,1,4,4,4,
811,1,7,7,7,
812,1,7,8,.,
813,1,8,7,8,
814,1,9,.,.,
815,1,6,.,.,
816,1,10,5,.,
817,1,9,9,7,
818,1,6,7,7,
819,1,9,9,9,
820,1,8,8,8,
821,1,9,9,9,
822,1,7,7,.,
823,1,9,9,9,
824,1,8,9,9,
825,1,8,8,7,yes
826,1,6,6,6,
827,1,7,7,7,yes
828,1,6,7,7,yes
829,1,6,7,.,yes
830,1,.,.,.,
831,1,7,.,.,
832,1,4,4,4,
833,1,7,.,.,
834,1,6,6,5,
835,1,3,3,4,
836,1,8,8,8,
837,1,8,8,9,
838,1,8,8,8,
839,1,10,9,.,
840,1,9,9,9,
841,1,8,8,.,
842,1,7,7,7,
843,1,7,7,7,
844,1,8,9,9,
845,1,9,9,9,
846,1,9,9,9,
847,1,9,9,9,
848,1,9,7,8,
849,1,8,8,.,
850,1,7,6,6,
851,1,9,9,9,
852,1,8,8,8,
853,1,8,8,9,
854,1,8,8,6,
855,1,6,8,6,
856,1,6,6,7,
857,1,8,8,8,
858,1,,6,7,
859,1,5,8,.,
860,1,3,1,4,
861,1,7,8,8,
862,1,7,7,7,
863,1,6,7,7,
864,1,8,8,7,
865,1,9,9,9,
866,1,6,6,7,
867,1,6,8,.,
868,1,6,7,7,
869,1,5,6,.,
870,1,5,4,.,
871,1,7,5,.,
872,1,7,7,7,
873,1,8,9,9,
874,1,7,8,7,
875,1,7,6,8,
876,1,9,9,8,
877,1,9,9,9,
878,1,8,7,.,
879,1,5,6,.,
880,1,8,.,.,
881,1,9,9,9,
882,1,6,7,7,
883,1,10,9,.,
884,1,7,8,8,
885,1,6,7,7,
886,1,5,5,7,
887,1,7,7,7,
888,1,4,5,6,
889,1,5,6,7,
890,1,8,8,.,yes
891,1,9,9,9,
892,1,8,9,8,
893,1,9,10,10,
894,1,8,8,7,
895,1,7,7,7,
896,1,8,8,6,
897,1,8,8,6,
898,1,7,7,7,
899,1,9,9,.,
900,1,8,8,7,
901,1,4,5,5,
902,1,8,6,.,yes
903,1,7,7,7,
904,1,8,7,.,yes
905,1,7,7,7,
906,1,7,6,.,
907,1,6,6,7,yes
908,1,4,7,8,yes
909,1,7,7,7,yes
910,1,8,8,8,yes
911,1,6,.,.,
912,1,4,8,8,yes
913,1,8,7,8,yes
914,1,8,8,6,yes
915,1,8,8,.,
916,1,7,7,.,
917,1,7,7,8,
918,1,7,7,7,
919,1,9,9,9,
920,1,8,8,8,
921,1,8,8,8,
922,1,8,9,9,
923,1,4,5,4,
924,1,8,8,7,
925,1,4,7,.,
926,1,7,7,7,
927,1,5,7,7,
928,1,6,4,.,
929,1,4,5,6,
930,1,9,7,.,
931,1,1,5,.,
932,1,8,8,8,
933,1,6,7,.,
934,1,7,7,7,
935,1,6,6,6,
936,1,5,5,5,
937,1,5,5,5,
938,1,8,8,8,
939,1,8,8,7,
940,1,6,6,6,
941,1,8,8,9,
942,1,6,7,7,
943,1,6,.,.,
944,1,6,6,.,
945,1,5,7,.,yes
946,1,.,.,.,
947,1,6,.,.,
948,1,5,.,.,
949,1,.,.,.,
950,1,8,.,.,yes
951,1,.,.,.,
952,1,7,7,6,yes
953,1,7,7,7,
954,1,4,7,.,
955,1,7,7,7,
956,1,8,8,8,
957,1,7,7,7,
958,1,7,7,.,yes
959,1,8,8,8,yes
960,1,5,5,7,
961,1,5,7,.,
962,1,8,8,7,
963,1,8,8,.,
964,1,6,7,7,
965,1,7,.,.,
966,1,.,.,.,
967,1,6,7,7,
968,1,6,6,1,
969,1,.,.,.,
970,1,5,5,7,
971,1,8,7,1,
972,1,9,9,9,
973,1,4,6,.,
974,1,2,4,.,
975,1,6,7,.,
976,1,6,7,7,
977,1,.,.,.,
978,1,10,10,8,
979,1,7,7,7,
980,1,5,8,8,
981,1,8,8,7,
982,1,8,8,8,
983,1,7,7,7,
984,1,5,7,.,
985,1,8,8,.,
986,1,5,5,6,
987,1,4,.,.,
988,1,9,5,.,
989,1,2,8,8,
990,1,.,.,.,
991,1,4,5,6,
992,1,.,.,.,
993,1,8,8,8,
994,1,6,7,.,
995,1,5,6,.,
996,1,6,.,.,
997,1,6,7,.,
998,1,5,6,.,
999,1,.,.,.,
1000,1,9,8,.,
1001,1,8,8,7,
1002,1,2,8,8,
1003,1,7,7,6,
1004,1,6,7,6,
1005,1,7,7,8,
1006,1,5,5,4,
1007,1,6,6,6,
1008,1,10,9,10,
1009,1,6,7,6,yes
1010,1,5,6,6,yes
1011,1,5,5,6,yes
1012,1,4,4,.,
1013,1,1,4,4,
1014,1,6,.,.,
1015,1,6,4,4,yes
1016,1,6,6,.,yes
1017,1,4,5,4,yes
1018,1,7,7,.,
1019,1,7,6,6,
1020,1,5,4,.,yes
1021,1,7,6,6,
1022,1,7,8,8,
1023,1,6,6,7,yes
1024,1,4,4,4,yes
1025,1,7,7,.,
1026,1,3,4,4,
1027,1,7,8,.,
1028,1,.,.,.,
1029,1,8,8,9,
1030,1,5,5,.,
1031,1,4,4,.,
1032,1,6,5,5,
1033,1,8,8,9,
1034,1,5,5,.,
1035,1,9,9,9,
1036,1,9,9,9,
1037,1,9,9,9,
1038,1,8,8,5,
1039,1,6,6,7,
1040,1,8,8,.,
1041,1,6,7,7,
1042,1,9,9,9,
1043,1,8,8,8,
1044,1,7,7,.,
1045,1,7,7,6,yes
1046,1,7,8,2,yes
1047,1,7,7,7,
1048,1,8,8,8,yes
1049,1,6,4,.,
1050,1,6,6,.,
1051,1,4,.,.,
1052,1,6,7,7,yes
1053,1,2,4,4,yes
1054,1,7,8,8,
1055,1,4,4,4,
1056,1,4,4,4,
1057,1,8,8,9,
1058,1,8,8,8,
1059,1,10,8,.,
1060,1,8,8,.,
1061,1,9,8,9,
1062,1,8,8,9,
1063,1,8,8,.,
1064,1,8,8,7,
1065,1,10,10,9,
1066,1,9,10,10,
1067,1,8,8,8,
1068,1,9,9,9,
1069,1,8,7,8,
1070,1,9,8,.,
1071,1,9,10,9,
1072,1,6,7,7,
1073,1,8,9,8,
1074,1,8,7,8,
1075,1,8,8,8,
1076,1,8,8,7,
1077,1,8,7,.,
1078,1,8,6,7,
1079,1,8,8,8,
1080,1,9,8,8,
1081,1,8,8,8,
1082,1,8,8,9,
1083,1,8,8,8,
1084,1,6,7,.,
1085,1,9,8,9,
1086,1,8,8,8,
1087,1,9,8,.,
1088,1,6,6,.,
1089,1,5,4,4,
1090,1,8,9,9,
1091,1,.,.,.,
1092,1,6,6,.,
1093,1,8,8,,
1094,1,8,7,8,
1095,1,7,7,.,
1096,1,8,7,7,
1097,1,5,7,.,
1098,1,8,9,8,
1099,1,8,9,9,
1100,1,8,9,9,
1101,1,8,.,.,
1102,1,.,.,.,
1103,1,6,4,6,
1104,1,7,7,7,
1105,1,8,8,7,
1106,1,6,7,7,yes
1107,1,5,4,4,yes
1108,1,5,7,6,
1109,1,6,7,7,
1110,1,6,6,.,
1111,1,10,10,.,yes
1112,1,9,9,8,
1113,1,6,7,.,
1114,1,5,5,.,
1115,1,8,8,8,
1116,1,7,7,7,
1117,1,8,4,5,
1118,1,9,10,8,
1119,1,7,7,7,
1120,1,8,8,8,
1121,1,6,7,7,
1122,1,4,4,6,yes
1123,1,7,7,6,
1124,1,5,6,7,yes
1125,1,7,7,7,
1126,1,4,5,5,
1127,1,7,7,6,yes
1128,1,8,8,8,yes
1129,1,6,7,7,yes
1130,1,8,8,.,yes
1131,1,7,8,8,
1132,1,7,7,.,yes
1133,1,8,8,.,
1134,1,7,8,.,
1135,1,8,8,8,yes
1136,1,7,7,.,
1137,1,7,7,7,
1138,1,7,8,8,
1139,1,5,8,7,
1140,1,7,7,7,
1141,1,8,8,8,
1142,1,6,8,8,
1143,1,8,8,8,
1144,1,4,4,5,
1145,1,8,8,8,
1146,1,5,6,6,
1147,1,4,7,6,
1148,1,6,6,6,
1149,1,5,.,.,
1150,1,8,9,7,
1151,1,4,5,2,
1152,1,4,5,5,
1153,1,8,6,6,
1154,1,4,6,6,
1155,1,5,5,7,
1156,1,7,6,6,
1157,1,8,6,6,
1158,1,8,8,8,
1159,1,6,7,7,
1160,1,7,7,6,
1161,1,7,7,7,
1162,1,8,7,7,
1163,1,8,8,6,
1164,1,7,7,6,
1165,1,5,5,6,yes
1166,1,7,8,8,
1167,1,6,6,7,yes
1168,1,5,.,.,
1169,1,4,4,6,yes
1170,1,6,.,.,
1171,1,5,7,.,yes
1172,1,6,5,.,yes
1173,1,7,7,7,yes
1174,1,7,7,6,yes
1175,1,8,4,8,
1176,1,8,8,7,
1177,1,5,7,7,
1178,1,8,8,9,
1179,1,7,7,7,
1180,1,8,8,4,yes
1181,1,6,8,8,yes
1182,1,8,8,7,
1183,1,5,8,7,
1184,1,7,7,7,
1185,1,1,8,8,
1186,1,7,6,6,
1187,1,6,.,.,
1188,1,7,6,6,
1189,1,.,.,.,
1190,1,9,9,9,
1191,1,8,7,6,
1192,1,5,.,.,
1193,1,7,.,.,
1194,1,4,6,.,
1195,1,6,.,.,
1196,1,6,.,,
1197,1,4,5,7,
1198,1,7,4,5,
1199,1,8,8,.,
1200,1,4,5,6,
1201,1,6,6,5,
1202,1,6,6,6,
1203,1,7,7,7,
1204,1,9,9,4,
1205,1,7,.,.,
1206,1,7,7,.,
1207,1,7,.,.,
1208,1,.,.,.,
1209,1,7,.,.,
1210,1,8,9,8,
1211,1,7,.,.,
1212,1,4,7,8,
1213,1,4,4,.,
1214,1,8,9,9,
1215,1,4,7,8,
1216,1,4,6,.,
1217,1,4,4,.,
1218,1,.,.,.,
1219,1,6,.,.,
1220,1,4,4,.,
1221,1,6,5,.,
1222,1,5,6,6,
1223,1,6,7,.,
1224,1,4,.,.,
1225,1,5,5,5,
1226,1,6,6,7,
1227,1,7,8,8,
1228,1,6,6,6,
1229,1,10,9,10,
1230,1,6,6,6,
1231,1,.,.,.,
1232,1,7,7,.,yes
1233,1,8,.,.,
1234,1,8,7,8,yes
1235,1,9,9,9,
1236,1,5,5,6,yes
1237,1,6,6,66,yes
1238,1,4,5,5,yes
1239,1,6,5,6,
1240,1,8,8,6,yes
1241,1,4,6,6,
1242,1,5,7,7,yes
1243,1,4,7,6,
1244,1,7,6,6,yes
1245,1,4,5,5,
1246,1,6,7,7,
1247,1,7,7,6,
1248,1,8,7,8,
1249,1,5,5,.,
1250,1,6,6,6,
1251,1,.,.,.,
1252,1,5,5,.,yes
1253,1,8,9,10,
1254,1,9,9,9,
1255,1,6,7,7,
1256,1,8,7,.,
1257,1,5,5,5,
1258,1,6,6,7,
1259,1,5,6,7,
1260,1,6,6,6,
1261,1,7,7,7,
1262,1,6,6,6,
1263,1,7,7,.,
1264,1,7,7,.,
1265,1,6,7,8,
1266,1,6,6,63,
1267,1,6,7,.,yes
1268,1,7,7,7,yes
1269,1,8,8,8,yes
1270,1,7,5,6,yes
1271,1,3,4,5,yes
1272,1,4,5,.,yes
1273,1,6,6,6,
1274,1,4,4,.,
1275,1,8,8,8,
1276,1,5,7,7,
1277,1,4,4,4,
1278,1,8,8,8,
1279,1,8,8,.,
1280,1,9,8,.,
1281,1,7,9,9,
1282,1,9,10,.,
1283,1,9,9,.,
1284,1,8,.,.,
1285,1,9,8,.,
1286,1,9,9,9,
1287,1,8,9,8,
1288,1,10,10,9,
1289,1,8,8,8,
1290,1,6,7,.,
1291,1,6,7,7,yes
1292,1,8,.,.,
1293,1,8,9,8,
1294,1,7,8,.,
1295,1,6,7,8,
1296,1,8,8,8,
1297,1,8,8,6,
1298,1,8,7,.,
1299,1,7,7,7,
1300,1,8,9,.,
1301,1,4,7,7,
1302,1,7,7,.,
1303,1,7,7,.,
1304,1,8,8,.,
1305,1,4,7,.,
1306,1,8,8,7,
1307,1,6,7,7,
1308,1,7,8,8,
1309,1,6,.,.,
1310,1,8,.,.,
1311,1,6,.,.,
1312,1,.,.,.,
1313,1,7,8,8,
1314,1,9,9,9,
1315,1,8,7,.,
1316,1,9,9,.,
1317,1,8,7,7,
1318,1,8,8,.,
1319,1,7,7,7,
1320,1,7,7,7,
1321,1,7,8,8,
1322,1,6,.,.,
1323,1,5,6,.,
1324,1,8,8,8,
1325,1,7,7,.,
1326,1,8,8,8,
1327,1,5,4,7,
1328,1,8,4,5,
1329,1,6,.,.,
1330,1,9,6,7,
1331,1,6,5,7,
1332,1,5,6,6,yes
1333,1,8,7,6,
1334,1,8,8,8,
1335,1,6,6,.,
1336,1,6,7,7,
1337,1,5,7,8,
1338,1,9,.,.,
1339,1,8,8,8,
1340,1,8,8,5,
1341,1,4,6,.,
1342,1,6,7,8,
1343,1,4,5,8,yes
1344,1,8,8,8,
1345,1,6,6,7,
1346,1,9,8,7,
1347,1,8,8,8,
1348,1,4,7,.,yes
1349,1,5,7,7,
1350,1,4,8,.,
1351,1,6,7,7,yes
1352,1,4,5,4,
1353,1,3,7,7,yes
1354,1,6,6,6,
1355,1,8,8,8,yes
1356,1,4,5,5,yes
1357,1,5,6,7,
1358,1,8,7,8,
1359,1,8,8,7,
1360,1,7,8,7,
1361,1,8,8,8,
1362,1,8,9,8,
1363,1,7,7,7,
1364,1,6,7,7,
1365,1,8,9,8,
1366,1,8,8,.,
1367,1,8,.,.,
1368,1,.,.,.,
1369,1,5,5,.,
1370,1,7,8,.,
1371,1,4,4,7,
1372,1,8,9,6,
1373,1,8,.,.,
1374,1,9,9,9,
1375,1,4,4,5,
1376,1,8,8,8,
1377,1,9,9,.,
1378,1,6,6,6,
1379,1,8,7,8,
1380,1,7,7,8,
1381,1,8,8,8,
1382,1,9,9,8,
1383,1,9,8,4,
1384,1,8,8,8,
1385,1,6,6,.,
1386,1,7,.,.,yes
1387,1,6,6,.,yes
1388,1,6,6,7,yes
1389,1,4,7,3,
1390,1,5,.,3,
1391,1,4,5,3,yes
1392,1,6,.,3,
1393,1,5,5,7,yes
1394,1,6,7,7,yes
1395,1,6,7,7,
1396,1,4,7,7,
1397,1,7,7,7,
1398,1,8,8,8,
1399,1,7,6,6,
1400,1,7,.,.,
1401,1,.,.,.,
1402,1,6,6,.,yes
1403,1,7,4,.,
1404,1,7,7,.,
1405,1,6,7,.,
1406,1,7,7,6,
1407,1,7,8,7,
1408,1,7,7,7,
1409,1,8,9,9,
1410,1,8,9,8,
1411,1,9,9,.,
1412,1,8,8,8,
1413,1,7,7,7,
1414,1,8,7,.,
1415,1,8,9,9,
1416,1,8,7,7,
1417,1,7,7,7,
1418,1,7,7,7,
1419,1,8,8,8,
1420,1,8,8,8,
1421,1,7,7,7,
1422,1,4,4,5,
1423,1,8,8,8,
1424,1,8,8,8,
1425,1,8,9,9,
1426,1,8,8,.,
1427,1,9,9,.,
1428,1,8,.,.,
1429,1,6,.,.,
1430,1,5,.,.,
1431,1,5,8,.,
1432,1,.,.,.,
1433,1,7,.,.,
1434,1,5,6,.,
1435,1,9,9,.,
1436,1,9,.,9,
1437,1,8,8,.,
1438,1,8,7,.,
1439,1,8,8,8,
1440,1,6,.,.,
1441,1,.,.,.,
1442,1,7,.,.,
1443,1,4,5,.,
1444,1,8,8,.,
1445,1,7,.,.,
1446,1,8,8,.,
1447,1,3,4,.,
1448,1,8,7,.,
1449,1,6,7,7,
1450,1,7,7,7,
1451,1,1,.,.,
1452,1,7,7,7,yes
1453,1,4,8,8,
1454,1,8,8,8,yes
1455,1,5,6,.,
1456,1,8,.,.,
1457,1,4,5,6,
1458,1,5,5,6,
1459,1,8,8,.,
1460,1,8,8,6,yes
1461,1,8,7,7,yes
1462,1,4,5,.,
1463,1,4,,,
1464,1,5,6,.,
1465,1,6,6,6,
1466,1,8,8,8,
1467,1,9,9,9,
1468,1,8,8,8,
1469,1,9,8,.,
1470,1,1,4,.,
1471,1,6,8,.,
1472,1,6,.,.,
1473,1,6,7,7,
1474,1,7,8,8,
1475,1,9,9,9,
1476,1,8,8,.,
1477,1,8,.,.,
1478,1,9,.,.,
1479,1,9,.,.,
1480,1,9,9,9,
1481,1,9,7,7,
1482,1,9,9,9,
1483,1,9,9,9,
1484,1,9,9,9,
1485,1,8,.,.,
1486,1,6,6,6,
1487,1,4,4,.,
1488,1,8,8,6,yes
1489,1,4,5,6,yes
1490,1,4,5,6,yes
1491,1,8,7,7,
1492,1,8,7,7,
1493,1,9,9,9,
1494,1,5,6,.,
1495,1,2,7,7,
1496,1,6,7,.,yes
1497,1,4,5,7,
1498,1,9,9,9,
1499,1,9,9,8,
1500,1,8,8,8,
1501,1,9,.,.,
1502,1,9,6,7,
1503,1,8,8,8,
1504,1,6,.,.,
1505,1,8,8,8,
1506,1,4,7,.,
1507,1,5,8,8,
1508,1,4,8,8,
1509,1,8,8,4,yes
1510,1,5,6,8,
1511,1,8,8,9,
1512,1,8,8,.,
1513,1,8,8,.,yes
1514,1,9,9,9,
1515,1,8,8,8,
1516,1,5,8,.,
1517,1,9,9,.,
1518,1,7,7,7,
1519,1,9,9,9,
1520,1,7,6,7,
1521,1,7,7,.,
1522,1,9,8,.,
1523,1,.,.,.,
1524,1,6,7,.,
1525,1,8,7,,
1526,1,8,8,8,
1527,1,7,7,7,
1528,1,7,8,8,
1529,1,8,8,.,
1530,1,8,8,.,
1531,1,4,5,6,
1532,1,7,.,.,
1533,1,5,.,.,
1534,1,4,7,.,
1535,1,8,8,.,
1536,1,7,8,8,
1537,1,7,8,.,
1538,1,8,7,.,
1539,1,8,8,8,
1540,1,8,8,7,
1541,1,8,7,.,
1542,1,9,3,1,
1543,1,8,7,6,
1544,1,7,8,.,
1545,1,4,1,.,
1546,1,6,6,.,
1547,1,9,9,9,
1548,1,4,5,7,
1549,1,8,8,8,yes
1550,1,8,9,8,yes
1551,1,9,.,.,
1552,1,7,6,7,yes
1553,1,5,5,.,yes
1554,1,4,8,8,
1555,1,8,8,8,
1556,1,10,10,10,
1557,1,8,8,8,
1558,1,6,7,7,
1559,1,9,9,9,
1560,1,9,9,8,
1561,1,8,7,7,
1562,1,6,6,6,
1563,1,6,.,.,
1564,1,4,5,.,
1565,1,8,8,.,
1566,1,7,7,7,
1567,1,8,9,9,
1568,1,7,8,8,
1569,1,4,5,6,yes
1570,1,6,7,7,
1571,1,7,6,4,yes
1572,1,5,7,7,yes
1573,1,6,6,.,yes
1574,1,5,7,.,
1575,1,6,6,.,yes
1576,1,5,8,8,
1577,1,4,5,5,
1578,1,6,6,6,
1579,1,7,7,7,
1580,1,9,9,9,
1581,1,8,8,5,
1582,1,9,9,9,
1583,1,8,8,8,
1584,1,8,7,8,
1585,1,8,8,.,
1586,1,8,7,.,
1587,1,8,9,8,
1588,1,8,.,.,
1589,1,8,8,8,
1590,1,1,.,.,
1591,1,6,.,.,
1592,1,7,.,.,
1593,1,6,6,7,
1594,1,8,.,.,
1595,1,9,8,8,
1596,1,8,8,8,
1597,1,8,8,.,
1598,1,8,8,8,
1599,1,6,6,7,
1600,1,8,9,.,
1601,1,8,7,7,
1602,1,9,8,8,
1603,1,9,9,9,
1604,1,8,9,.,
1605,1,8,9,.,
1606,1,8,.,.,
1607,1,4,5,7,yes
1608,1,7,8,.,yes
1609,1,6,7,.,yes
1610,1,4,8,.,
1611,1,2,.,.,
1612,1,4,.,.,
1613,1,.,.,.,
1614,1,.,.,.,
1615,1,5,5,.,
1616,1,7,7,.,
1617,1,9,9,.,
1618,1,7,.,.,
1619,1,6,7,.,
1620,1,1,.,.,
1621,1,7,7,.,
1622,1,7,.,.,
1623,1,.,.,.,
1624,1,8,.,.,
1625,1,4,4,.,
1626,1,1,1,7,
1627,1,6,6,.,
1628,1,4,6,.,
1629,1,8,8,.,
1630,1,8,9,8,
1631,1,8,9,8,
1632,1,9,8,4,
1633,1,4,4,5,
1634,1,7,7,6,
1635,1,7,7,6,
1636,1,5,7,7,
1637,1,7,7,7,
1638,1,4,7,7,
1639,1,8,8,7,
1640,1,7,8,.,
1641,1,8,8,9,
1642,1,1,8,8,
1643,1,6,7,8,
1644,1,9,9,9,
1645,1,10,9,9,
1646,1,7,.,.,
1647,1,8,8,.,
1648,1,9,9,.,
1649,1,.,.,.,
1650,1,.,.,.,
1651,1,4,5,8,
1652,1,7,.,.,
1653,1,.,.,.,
1654,1,9,.,.,
1655,1,.,.,.,
1656,1,8,7,.,
1657,1,8,8,8,
1658,1,8,8,.,
1659,1,4,8,.,
1660,1,4,8,.,
1661,1,.,.,.,
1662,1,.,.,.,
1663,1,.,.,.,
1664,1,5,.,.,
1665,1,9,8,5,
1666,1,7,.,.,
1667,1,8,8,.,
1668,1,5,5,5,
1669,1,2,.,.,
1670,1,6,6,.,
1671,1,5,5,.,
1672,1,6,7,7,
1673,1,8,8,8,yes
1674,1,7,.,.,
1675,1,9,7,5,
1676,1,9,6,.,
1677,1,9,7,.,
1678,1,6,6,.,
1679,1,4,1,8,
1680,1,8,8,.,
1681,1,4,4,5,
1682,1,7,7,.,yes
1683,1,4,.,.,
1684,1,8,7,.,
1685,1,7,7,7,
1686,1,8,4,5,yes
1687,1,8,9,9,
1688,1,9,9,9,
1689,1,9,9,9,
1690,1,8,8,.,
1691,1,7,7,.,
1692,1,7,8,.,
1693,1,.,.,.,
1694,1,4,5,5,
1695,1,6,7,.,
1696,1,8,4,.,
